energia e meio ambiente	fontes de energia. aproveitamento da água como fonte de energia. tipos de combustíveis: petróleo, gás natural, carvão, lenha e nuclear. combustíveis derivados da biomassa. energia solar. energia eólica. formas de aproveitamento das energias naturais. conceito de energia útil. eletricidade e transporte. eficiência e perdas. usinas hidroelétricas, termelétricas convencionais e nucleares. co-geração de eletricidade e calor. matriz energética do brasil. impacto ambiental das diversas fontes e formas de conversão.
energia nuclear e relações internacionais	complexidade da energia nuclear e armas nucleares. tratado internacional de não- proliferação. agência internacional de energia atômica (aiea). transferência e controle de tecnologia. posição do brasil. controle da cadeia produtiva. mercado internacional de urânio. impacto da questão ambiental. cenários futuros.
energia, meio ambiente e sociedade	energia: discussão de conceitos; evolução histórica da oferta e do consumo de energia; recursos energéticos; uso final da energia; análise da matriz energética brasileira e mundial; energia e conflitos sociais. impactos sociais dos empreendimentos energéticos; energia e desenvolvimento: pib, crescimento econômico, distribuição de renda, qualidade de vida, energia e emprego, curva de kuznets, idh, intensidade energética, modelos de desenvolvimento; energia e meio ambiente: indicadores, contribuição das fontes, impactos ambientais locais e globais, fontes estacionárias e móveis; eficiência energética; tecnologias de conversão de energia; políticas ambientais; regulação ambiental; políticas energéticas; planejamento integrado de recursos.
energia: fontes e tecnologias de conversão	esta disciplina aprofunda o estudo mais detalhado das matrizes energéticas do planeta, com destaque à matriz energética brasileira. a partir da identificação de onde vem e para onde vai a energia nos diferentes e mais significativos países do planeta, serão apresentadas as principais tecnologias usadas atualmente nos países considerados, juntamente com os recursos energéticos primários usados por estas tecnologias, dando destaque às diferenças existentes nas diferentes culturas existentes no planeta. a disciplina termina com a apresentação das principais promessas tecnológicas existentes atualmente. adicionalmente, pretendemos colocar o aluno para pesquisar sobre um tema previamente escolhido.
engenharia clínica i	introdução a engenharia clínica: histórico e realidade brasileira. regulamentação e normalização. equipamentos e serviços. planejamento, seleção e aquisição: equipamentos: regulamentação e cultura. insumos. peças de reposição. relação com a infra-estrutura. recebimento, verificação e aceitação: ensaios de aceitação de equipamento.inventário, registro histórico do equipamento e arquivo de registros.treinamento técnico e operacional. armazenamento, uso e transferência interna de equipamentos. intervenção técnica: inspeção técnica, manutenção preditiva, manutenção preventiva, manutenção corretiva.desativação e descarte: equipamentos, resíduos sólidos, resíduos líquidos. evento adverso associado a equipamentos: gerenciamento de risco, tecnovigilância e investigação de acidentes.calibração e testes: fundamentos e prática.visita técnica ao estabelecimento assistencial de saúde.
engenharia clínica ii	estudo dos setores hospitalares, seus produtos, clientes e tecnologia envolvida nos  processos.sistema de informação e manutenção hospitalar. controle de equipamentos e avaliação da efetividade da manutenção. manutenção produtiva e a qualidade total. estudos de caso, assuntos emergentes de relevância e soluções de mercado.
engenharia de biocombustíveis i	matérias primas para produção de biodiesel. produção de culturas oleaginosas. caracterização e preparo da biomassa. composição lipídica. processos de extração do óleo. processos de transformação para produção de biodiesel. padrões de qualidade do biodiesel. avaliação de emissões. externalidades da produção de biodiesel.
engenharia de biocombustíveis ii	cadeia produtiva da produção de etanol. operações agrícolas. processo industrial. operações unitárias. balanço de energia e emissões. subprodutos e resíduos da indústria de produção de etanol. novas tecnologias. aspectos econômicos, sociais e ambientais.
engenharia de cerâmicas	produção e propriedades de pós cerâmicos, fibras e monocristais; produção de corpos cerâmicos: seleção de matérias-primas, mistura e moagem, dispersão e reologia, métodos de consolidação convencionais e métodos de consolidação modernos; propriedades de materiais cerâmicos; métodos de caracterização de cerâmicas e controle de qualidade; design de cerâmicas: analise de falhas e seleção de materiais; aplicações de cerâmicas: refratárias; vitro-cerâmicas; material abrasivo e ferramentas de corte; automotivas e aeroespaciais; eletro-eletronicas, magnéticas e em biotecnologia; cerâmicas avançadas.
engenharia de combustíveis fósseis	o carvão: usos, reservas, mineração e transporte. aspectos geopolíticos. gaseificação do carvão. ciclo combinado de gaseificação integrada (igcc). liquefação do carvão: síntese de fischer-tropsch. captura e armazenamento de carbono. areias betuminosas: reservas, mineração, refino e aspectos ambientais. gás de xisto: reservas, técnicas de extração e aspectos ambientais. xisto betuminoso. pirólise do xisto: obtenção do óleo de xisto. hidratos de metano: potenciais e riscos na exploração
engenharia de completação	estabilidade de poços. projeto de poços: projeto de colunas de perfuração e de revestimento. perfuração direcional. completação de poços: conceitos básicos, tipos de completação. operações básicas.
